115,PALABUHANRATU,PALABUHANRATU,8,HALAMAN BEKAS TOKO BUYUNG SAMPING ME,KP.RANCABUNGUR
116,PALABUHANRATU,PALABUHANRATU,9,SDN OTISTA,KP.OTISTA
117,PALABUHANRATU,PALABUHANRATU,10,SDN OTISTA,KP.OTISTA
118,PALABUHANRATU,PALABUHANRATU,11,SDN 2 PALABUHANRATU,KP.KEBONTARUM/BHAYANGKARA
119,PALABUHANRATU,PALABUHANRATU,12,HALAMAN WARUNG RUMAH PAK UWO,KP.TIPAR
120,PALABUHANRATU,PALABUHANRATU,13,HALAMAN KONTRAKAN PAK TENDA,KP.KEBON KALAPA
121,PALABUHANRATU,PALABUHANRATU,14,HALAMAN KONTRAKAN PAK TENDA,KP.KEBON KALAPA
122,PALABUHANRATU,PALABUHANRATU,15,SMK PGRI PALABUHANRATU,KP.BADAK PUTIH
123,PALABUHANRATU,PALABUHANRATU,16,SMK PGRI PALABUHANRATU,KP.BADAK PUTIH
124,PALABUHANRATU,PALABUHANRATU,17,SMK PGRI PALABUHANRATU,KP.BADAK PUTIH
125,PALABUHANRATU,PALABUHANRATU,18,SDN 03 PALABUHANRATU,KP.CEMPAKA PUTIH
126,PALABUHANRATU,PALABUHANRATU,19,TANAH KOSONG RUMAH BU YANTI,KP.KENARI
127,PALABUHANRATU,PALABUHANRATU,20,MTS JAMIYATULAULAD,JL.EMPANG
128,PALABUHANRATU,PALABUHANRATU,21,SDN DEWI SARTIKA,KP.GANG LUMBUNG
129,PALABUHANRATU,PALABUHANRATU,22,SDN DEWI SARTIKA,KP.GANG LUMBUNG
130,PALABUHANRATU,PALABUHANRATU,23,SMK ALFAJAR,KP.JAMBAN
131,PALABUHANRATU,PALABUHANRATU,24,SMK ALFAJAR,KP.JAMBAN
132,PALABUHANRATU,PALABUHANRATU,25,AREA ALUN ALUN PALABUHANRATU,KP.KAUM RAYA
133,PALABUHANRATU,PALABUHANRATU,26,LAHAN KOSONG DEPAN YOGYA TOSERBA,KP.CIJAMBE
134,PALABUHANRATU,PALABUHANRATU,27,HALAMAN RUMAH WARGA SAMPING SUMBER,KP.PASANGRAHAN
135,PALABUHANRATU,PALABUHANRATU,28,HALAMAN GARASI RUKO BELAKANG SELAMAT,KP.PELITA
136,PALABUHANRATU,PALABUHANRATU,29,LAPANGAN DEKAT POS RONDA,KP.MAJLIS
137,PALABUHANRATU,PALABUHANRATU,30,HALAMAN RUMAH WARGA BELAKANG MASJID,KP.MAJLIS
138,PALABUHANRATU,PALABUHANRATU,31,TPA AL HAMZAH,KP.BABAKAN ANYAR
139,PALABUHANRATU,PALABUHANRATU,32,PAUD TPA MELATI,KP.BABAKAN ANYAR
140,PALABUHANRATU,PALABUHANRATU,33,HALAMAN MASJID BAITUROHMAN,KP.CIPATUGURAN
141,PALABUHANRATU,PALABUHANRATU,34,DEPAN MASJID MANJADA WAJADA,KP.CIPATUGURAN
142,PALABUHANRATU,PALABUHANRATU,35,HALAMAN RUMAH BAPAK ADOT,KP.GUMELAR
143,PALABUHANRATU,PALABUHANRATU,36,RUMAH ABANG ABG,KP.GUMELAR
144,PALABUHANRATU,PALABUHANRATU,37,BADMINTON DELIMA,KP.BBK GUMELAR
145,PALABUHANRATU,PALABUHANRATU,38,LAPANGAN BULU TANGKIS IBU ENUNG,KP.JEMBATAN DUA
146,PALABUHANRATU,PALABUHANRATU,39,TANAH TANPA BANGUNAN MILIK BPK.ADE,KP.JEMBATAN DUA
147,PALABUHANRATU,PALABUHANRATU,40,MAJLIS NURUL IMAN,KP.PANGSOR LIO
148,PALABUHANRATU,PALABUHANRATU,41,MADRASAH ALFATAH,KP.TANGSI
149,PALABUHANRATU,PALABUHANRATU,42,HALAMAN KANTOR DISHUB,KP.KIDANG KENCANA
150,PALABUHANRATU,PALABUHANRATU,43,RUMAH IBU HJ IAH AMALIA,KP.SINDANG LAUT
151,PALABUHANRATU,PALABUHANRATU,44,SDN SIRNAGALIH,KP.SIRNAGALIH
152,PALABUHANRATU,PALABUHANRATU,45,SDN SIRNAGALIH,KP.SIRNAGALIH
153,PALABUHANRATU,PALABUHANRATU,46,HALAMAN RUMAH IBU MILA,KP.BABADAN
154,PALABUHANRATU,PALABUHANRATU,47,HALAMAN RUMAH BAPAK OJOH,KP.GUNUNG BUTAK
155,PALABUHANRATU,PALABUHANRATU,48,GEDUNG PAUD ALFATAH,PERUM BTN RATU INDAH
156,PALABUHANRATU,PALABUHANRATU,49,HALAMAN KOSONG MILIK MANG ODANG,KP.CAMARA
157,PALABUHANRATU,PALABUHANRATU,50,TPA AL-IKHLAS,KP.MEKARSARI
158,PALABUHANRATU,PALABUHANRATU,51,TANAH KOSONG BAPAK MARLIN,KP.SIRNASARI
159,PALABUHANRATU,PALABUHANRATU,52,PERUM TAMAN SARI BLOKE,PERUM BTN TAMAN SARI
160,PALABUHANRATU,PALABUHANRATU,53,PERUM TAMAN SARI BLOK C,PERUM TAMAN SARI
